date,close,system_a,a_confidence,a_reasons,a_stop,a_target1,system_b,b_confidence,b_reasons,b_wave,b_trend,agreement,approved,rejection_reason,final,confidence,entry,stop,target1,target2,target3
2023-04-05T00:00:00.000Z,407.6,HOLD,0.0,Insufficient data,0.0,0.0,HOLD,0.0,Insufficient data,0,,BOTH_HOLD,False,Both systems hold,HOLD,0,407.6,407.6,407.6,407.6,407.6
2023-04-06T00:00:00.000Z,409.19,HOLD,0.0,Insufficient data,0.0,0.0,HOLD,0.0,Insufficient data,0,,BOTH_HOLD,False,Both systems hold,HOLD,0,409.19,409.19,409.19,409.19,409.19
2023-04-10T00:00:00.000Z,409.61,HOLD,0.0,Insufficient data,0.0,0.0,HOLD,0.0,Insufficient data,0,,BOTH_HOLD,False,Both systems hold,HOLD,0,409.61,409.61,409.61,409.61,409.61
2023-04-11T00:00:00.000Z,409.72,HOLD,0.0,Insufficient data,0.0,0.0,HOLD,0.0,Insufficient data,0,,BOTH_HOLD,False,Both systems hold,HOLD,0,409.72,409.72,409.72,409.72,409.72
2023-04-12T00:00:00.000Z,408.05,HOLD,0.0,Insufficient data,0.0,0.0,HOLD,0.0,Insufficient data,0,,BOTH_HOLD,False,Both systems hold,HOLD,0,408.05,408.05,408.05,408.05,408.05
2023-04-13T00:00:00.000Z,413.47,HOLD,0.0,Insufficient data,0.0,0.0,HOLD,0.0,Insufficient data,0,,BOTH_HOLD,False,Both systems hold,HOLD,0,413.47,413.47,413.47,413.47,413.47
2023-04-14T00:00:00.000Z,412.46,HOLD,0.0,Insufficient data,0.0,0.0,HOLD,0.0,Insufficient data,0,,BOTH_HOLD,False,Both systems hold,HOLD,0,412.46,412.46,412.46,412.46,412.46
2023-04-17T00:00:00.000Z,413.94,HOLD,0.0,Insufficient data,0.0,0.0,HOLD,0.0,Insufficient data,0,,BOTH_HOLD,False,Both systems hold,HOLD,0,413.94,413.94,413.94,413.94,413.94
2023-04-18T00:00:00.000Z,414.21,HOLD,0.0,Insufficient data,0.0,0.0,HOLD,0.0,Insufficient data,0,,BOTH_HOLD,False,Both systems hold,HOLD,0,414.21,414.21,414.21,414.21,414.21
2023-04-19T00:00:00.000Z,414.14,HOLD,0.0,Insufficient data,0.0,0.0,HOLD,0.0,Insufficient data,0,,BOTH_HOLD,False,Both systems hold,HOLD,0,414.14,414.14,414.14,414.14,414.14
2023-04-20T00:00:00.000Z,411.88,HOLD,0.0,Time confluence: 1 | BULLISH bias,411.88,411.88,HOLD,0.0,Elliott Wave 4 (corrective) | Trend: UP,4,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,411.88,411.88,411.88,411.88,411.88
2023-04-21T00:00:00.000Z,412.2,HOLD,0.0,BULLISH bias,412.2,412.2,HOLD,0.0,Elliott Wave 4 (corrective) | Trend: UP,4,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,412.2,412.2,412.2,412.2,412.2
2023-04-24T00:00:00.000Z,412.63,HOLD,0.0,BULLISH bias,412.63,412.63,HOLD,0.0,Elliott Wave 4 (corrective) | Trend: UP,4,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,412.63,412.63,412.63,412.63,412.63
2023-04-25T00:00:00.000Z,406.08,HOLD,0.0,Time confluence: 1 | BULLISH bias,406.08,406.08,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,406.08,406.08,406.08,406.08,406.08
2023-04-26T00:00:00.000Z,404.36,HOLD,0.0,BULLISH bias,404.36,404.36,CALL,0.6,Above Gann geometric level | Room to run (range < 70%) | Elliott Wave 5 (impulse) | Trend: UP,5,UP,DISAGREE,False,"Disagreement: A=HOLD, B=CALL",HOLD,0,404.36,394.78,415.85,402.32,435.0
2023-04-27T00:00:00.000Z,412.41,HOLD,0.0,Time confluence: 1 | BULLISH bias,412.41,412.41,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,412.41,412.41,412.41,412.41,412.41
2023-04-28T00:00:00.000Z,415.93,HOLD,0.0,BULLISH bias,415.93,415.93,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,415.93,415.93,415.93,415.93,415.93
2023-05-01T00:00:00.000Z,415.51,HOLD,0.0,BULLISH bias,415.51,415.51,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,415.51,415.51,415.51,415.51,415.51
2023-05-02T00:00:00.000Z,410.84,HOLD,0.0,Time confluence: 1 | BULLISH bias,410.84,410.84,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,410.84,410.84,410.84,410.84,410.84
2023-05-03T00:00:00.000Z,408.02,HOLD,0.0,BULLISH bias,408.02,408.02,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,408.02,408.02,408.02,408.02,408.02
2023-05-04T00:00:00.000Z,405.13,HOLD,0.0,Time confluence: 1 | BULLISH bias,405.13,405.13,CALL,0.6,Above Gann geometric level | Room to run (range < 70%) | Elliott Wave 1 (impulse) | Trend: UP,1,UP,DISAGREE,False,"Disagreement: A=HOLD, B=CALL",HOLD,0,405.13,394.16,418.3,403.5,440.25
2023-05-05T00:00:00.000Z,412.63,HOLD,0.0,BULLISH bias,412.63,412.63,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,412.63,412.63,412.63,412.63,412.63
2023-05-08T00:00:00.000Z,412.74,HOLD,0.0,BULLISH bias,412.74,412.74,HOLD,0.0,Elliott Wave 2 (corrective) | Trend: UP,2,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,412.74,412.74,412.74,412.74,412.74
2023-05-09T00:00:00.000Z,410.93,HOLD,0.0,Time confluence: 1 | BULLISH bias,410.93,410.93,CALL,0.75,Wave 2 correction at Fib support | Uptrend continuation setup | Elliott Wave 2 (corrective) | Trend: UP,2,UP,DISAGREE,False,"Disagreement: A=HOLD, B=CALL",HOLD,0,410.93,399.26,424.94,403.5,448.29
2023-05-10T00:00:00.000Z,412.85,HOLD,0.0,BULLISH bias,412.85,412.85,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,412.85,412.85,412.85,412.85,412.85
2023-05-11T00:00:00.000Z,412.13,HOLD,0.0,Time confluence: 1 | BULLISH bias,412.13,412.13,HOLD,0.0,Elliott Wave 2 (corrective) | Trend: UP,2,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,412.13,412.13,412.13,412.13,412.13
2023-05-12T00:00:00.000Z,411.59,HOLD,0.0,BULLISH bias,411.59,411.59,CALL,0.75,Wave 2 correction at Fib support | Uptrend continuation setup | Elliott Wave 2 (corrective) | Trend: UP,2,UP,DISAGREE,False,"Disagreement: A=HOLD, B=CALL",HOLD,0,411.59,399.14,426.53,403.5,451.43
2023-05-15T00:00:00.000Z,413.01,HOLD,0.0,BULLISH bias,413.01,413.01,HOLD,0.0,Elliott Wave 2 (corrective) | Trend: UP,2,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,413.01,413.01,413.01,413.01,413.01
2023-05-16T00:00:00.000Z,410.25,HOLD,0.0,Time confluence: 1 | BULLISH bias,410.25,410.25,CALL,0.75,Wave 2 correction at Fib support | Uptrend continuation setup | Elliott Wave 2 (corrective) | Trend: UP,2,UP,DISAGREE,False,"Disagreement: A=HOLD, B=CALL",HOLD,0,410.25,398.65,424.17,403.5,447.37
2023-05-17T00:00:00.000Z,415.23,HOLD,0.0,BULLISH bias,415.23,415.23,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,415.23,415.23,415.23,415.23,415.23
2023-05-18T00:00:00.000Z,419.23,HOLD,0.0,Time confluence: 1 | BULLISH bias,419.23,419.23,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,419.23,419.23,419.23,419.23,419.23
2023-05-19T00:00:00.000Z,418.62,HOLD,0.0,BULLISH bias,418.62,418.62,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,418.62,418.62,418.62,418.62,418.62
2023-05-22T00:00:00.000Z,418.79,HOLD,0.0,BULLISH bias,418.79,418.79,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,418.79,418.79,418.79,418.79,418.79
2023-05-23T00:00:00.000Z,414.09,HOLD,0.0,Time confluence: 1 | BULLISH bias,414.09,414.09,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,414.09,414.09,414.09,414.09,414.09
2023-05-24T00:00:00.000Z,411.09,HOLD,0.0,BULLISH bias,411.09,411.09,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,411.09,411.09,411.09,411.09,411.09
2023-05-25T00:00:00.000Z,414.65,HOLD,0.0,Time confluence: 1 | BULLISH bias,414.65,414.65,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,414.65,414.65,414.65,414.65,414.65
2023-05-26T00:00:00.000Z,420.02,HOLD,0.0,BULLISH bias,420.02,420.02,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,420.02,420.02,420.02,420.02,420.02
2023-05-30T00:00:00.000Z,420.18,HOLD,0.0,Time confluence: 1 | BULLISH bias,420.18,420.18,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,420.18,420.18,420.18,420.18,420.18
2023-05-31T00:00:00.000Z,417.85,HOLD,0.0,BULLISH bias,417.85,417.85,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,417.85,417.85,417.85,417.85,417.85
2023-06-01T00:00:00.000Z,421.82,HOLD,0.0,Time confluence: 1 | BULLISH bias,421.82,421.82,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,421.82,421.82,421.82,421.82,421.82
2023-06-02T00:00:00.000Z,427.92,HOLD,0.0,BULLISH bias,427.92,427.92,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,427.92,427.92,427.92,427.92,427.92
2023-06-05T00:00:00.000Z,427.1,HOLD,0.0,BULLISH bias,427.1,427.1,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,427.1,427.1,427.1,427.1,427.1
2023-06-06T00:00:00.000Z,428.03,HOLD,0.0,Time confluence: 1 | BULLISH bias,428.03,428.03,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,428.03,428.03,428.03,428.03,428.03
2023-06-07T00:00:00.000Z,426.55,HOLD,0.0,BULLISH bias,426.55,426.55,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,426.55,426.55,426.55,426.55,426.55
2023-06-08T00:00:00.000Z,429.13,HOLD,0.0,Time confluence: 1 | BULLISH bias,429.13,429.13,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,429.13,429.13,429.13,429.13,429.13
2023-06-09T00:00:00.000Z,429.9,HOLD,0.0,BULLISH bias,429.9,429.9,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,429.9,429.9,429.9,429.9,429.9
2023-06-12T00:00:00.000Z,433.8,HOLD,0.0,BULLISH bias,433.8,433.8,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,433.8,433.8,433.8,433.8,433.8
2023-06-13T00:00:00.000Z,436.66,HOLD,0.0,Time confluence: 1 | BULLISH bias,436.66,436.66,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,436.66,436.66,436.66,436.66,436.66
2023-06-14T00:00:00.000Z,437.18,HOLD,0.0,BULLISH bias,437.18,437.18,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,437.18,437.18,437.18,437.18,437.18
2023-06-15T00:00:00.000Z,442.6,HOLD,0.0,Time confluence: 1 | BULLISH bias,442.6,442.6,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,442.6,442.6,442.6,442.6,442.6
2023-06-16T00:00:00.000Z,439.46,HOLD,0.0,BULLISH bias,439.46,439.46,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,439.46,439.46,439.46,439.46,439.46
2023-06-20T00:00:00.000Z,437.18,HOLD,0.0,Time confluence: 1 | BULLISH bias,437.18,437.18,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,437.18,437.18,437.18,437.18,437.18
2023-06-21T00:00:00.000Z,434.94,HOLD,0.0,BULLISH bias,434.94,434.94,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,434.94,434.94,434.94,434.94,434.94
2023-06-22T00:00:00.000Z,436.51,HOLD,0.0,Time confluence: 1 | BULLISH bias,436.51,436.51,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,436.51,436.51,436.51,436.51,436.51
2023-06-23T00:00:00.000Z,433.21,HOLD,0.0,BULLISH bias,433.21,433.21,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,433.21,433.21,433.21,433.21,433.21
2023-06-26T00:00:00.000Z,431.44,HOLD,0.0,BULLISH bias,431.44,431.44,CALL,0.6,Above Gann geometric level | Room to run (range < 70%) | Elliott Wave 1 (impulse) | Trend: UP,1,UP,DISAGREE,False,"Disagreement: A=HOLD, B=CALL",HOLD,0,431.44,421.44,443.44,428.56,463.44
2023-06-27T00:00:00.000Z,436.17,HOLD,0.0,Time confluence: 1 | BULLISH bias,436.17,436.17,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,436.17,436.17,436.17,436.17,436.17
2023-06-28T00:00:00.000Z,436.39,HOLD,0.0,BULLISH bias,436.39,436.39,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,436.39,436.39,436.39,436.39,436.39
2023-06-29T00:00:00.000Z,438.11,HOLD,0.0,Time confluence: 1 | BULLISH bias,438.11,438.11,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,438.11,438.11,438.11,438.11,438.11
2023-06-30T00:00:00.000Z,443.28,HOLD,0.0,BULLISH bias,443.28,443.28,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,443.28,443.28,443.28,443.28,443.28
2023-07-03T00:00:00.000Z,443.79,HOLD,0.0,BULLISH bias,443.79,443.79,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,443.79,443.79,443.79,443.79,443.79
2023-07-05T00:00:00.000Z,443.13,HOLD,0.0,BULLISH bias,443.13,443.13,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,443.13,443.13,443.13,443.13,443.13
2023-07-06T00:00:00.000Z,439.66,HOLD,0.0,Time confluence: 1 | BULLISH bias,439.66,439.66,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,439.66,439.66,439.66,439.66,439.66
2023-07-07T00:00:00.000Z,438.55,HOLD,0.0,BULLISH bias,438.55,438.55,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,438.55,438.55,438.55,438.55,438.55
2023-07-10T00:00:00.000Z,439.66,HOLD,0.0,BULLISH bias,439.66,439.66,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,439.66,439.66,439.66,439.66,439.66
2023-07-11T00:00:00.000Z,442.46,HOLD,0.0,Time confluence: 1 | BULLISH bias,442.46,442.46,HOLD,0.0,Elliott Wave 1 (impulse) | Trend: UP,1,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,442.46,442.46,442.46,442.46,442.46
2023-07-12T00:00:00.000Z,446.02,HOLD,0.0,BULLISH bias,446.02,446.02,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,446.02,446.02,446.02,446.02,446.02
2023-07-13T00:00:00.000Z,449.56,HOLD,0.0,Time confluence: 1 | BULLISH bias,449.56,449.56,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,449.56,449.56,449.56,449.56,449.56
2023-07-14T00:00:00.000Z,449.28,HOLD,0.0,BULLISH bias,449.28,449.28,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,449.28,449.28,449.28,449.28,449.28
2023-07-17T00:00:00.000Z,450.84,HOLD,0.0,BULLISH bias,450.84,450.84,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,450.84,450.84,450.84,450.84,450.84
2023-07-18T00:00:00.000Z,454.19,HOLD,0.0,Time confluence: 1 | BULLISH bias,454.19,454.19,HOLD,0.0,Elliott Wave 5 (impulse) | Trend: UP,5,UP,BOTH_HOLD,False,Both systems hold,HOLD,0,454.19,454.19,454.19,454.19,454.19
